,Date,Title,Article_Link,Article
131,2016-09-10 03:45:00,"
											Facebook reverses move to censor 'napalm girl' photo										",https://search.bangkokpost.com/track/visitAndRedirect?href=https%3A%2F%2Fwww.bangkokpost.com%2Fworld%2F1082352%2Ffacebook-reverses-move-to-censor-napalm-girl-photo&contentId=news1082352,"SAN FRANCISCO - Facebook on Friday reversed its decision to censor an iconic Vietnam War photo of a naked girl escaping a napalm bombing, after the move set off a wave of outrage, including from Norway's prime minister. ""Because of its status as an iconic image of historical importance, the value of permitting sharing outweighs the value of protecting the community by removal, so we have decided to reinstate the image on Facebook where we are aware it has been removed,"" a spokesperson for the world's largest social network said in an email to AFP. Norwegian Prime Minister Erna Solberg earlier on Friday posted the photograph, which the US social network says violates its nudity rules. Taken by photographer Nick Ut Cong Huynh for the Associated Press, the 1972 picture of a naked Vietnamese girl running from a napalm attack is considered one of the war's defining images. It was honored with the Pulitzer Prize. Solberg's post was taken down several hours later, deleted by Facebook, she said. She said Facebook was seeking ""to edit our common history."" The affair began several weeks ago after Norwegian author Tom Egeland published a post about war photos, illustrated by the picture. Facebook promptly deleted it. Norwegians rose to his defense by publishing the photo, posts that Facebook also deleted in line with its rules barring nudity. In its latest statement, Facebook said it had reversed course ""after hearing from our community,"" and examining how its ""Community Standards"" were applied. ""An image of a naked child would normally be presumed to violate our Community Standards, and in some countries might even qualify as child pornography."" But Facebook said it was allowing the picture to be posted on the world's largest social network and will ""adjust our review mechanisms to permit sharing of the image going forward."" ""It will take some time to adjust these systems but the photo should be available for sharing in the coming days,"" the statement added. ""We are always looking to improve our policies to make sure they both promote free expression and keep our community safe."""
132,2016-09-09 21:25:00,"
											Facebook flayed for censoring 'Napalm Girl' picture										",https://search.bangkokpost.com/track/visitAndRedirect?href=https%3A%2F%2Fwww.bangkokpost.com%2Fthailand%2Fgeneral%2F1082264%2Fnew-facebook-censorship-flap&contentId=news1082264,"Norway’s Prime Minister has joined escalating protests over censorship by Facebook, posting an iconic Vietnam war picture to her profile and re-publishing a mock-edited version after it was removed by the social network. Erna Solberg’s post was the latest development in a row over photographer Nick Ut’s Pulitzer Prize winning picture of a naked Vietnamese girl, Phan Thi Kim Phuc, running down a road after being injured in a napalm attack on her village in 1972. The controversy started as Facebook removed the ""Napalm Girl"" picture from thriller writer Tom Egeland’s profile because of its rules on nudity. The Norwegian newspaper Aftenposten then published the picture on its Facebook page, which was also censored. The newspaper on Friday published an open letter to Facebook founder Mark Zuckerberg to protest against the action. “I appreciate the work of Facebook and other media to stop pictures and content showing abuse and violence,” Solberg said in a comment she posted with the picture. “But Facebook gets it wrong when it censors pictures like these. It contributes to restricting the freedom of speech.” A little more than three hours after Solberg posted the picture on Friday morning, it was also removed -- by Facebook, according to Solberg. The prime minister responded by re-posting a blacked-out version of that picture and several other iconic photographs, such as the “Saigon Execution” and that of the unknown protester who stopped Chinese tanks after the Tiananmen Square repression in 1989. “What Facebook does by removing images of this kind, good as the intentions may be, is to edit our common history,” she wrote. “I hope that Facebook uses this opportunity to review its editing policy, and assumes the responsibility a large company that manages a broad communication platform should take.” Facebook is facing criticism over its regulation of content as it aims to find a universal standard to apply to its 1.7 billion monthly users, and bans on pornography prevent posting art or historic photographs such as the one at the heart of the controversy in Norway. Facebook said it was seeking to strike a balance between enabling free speech and “maintaining a safe and respectful experience for our global community"". “While we recognise that this photo is iconic, it’s difficult to create a distinction between allowing a photograph of a nude child in one instance and not others,” an unidentified Facebook spokesperson said in an e-mailed comment. “Our solutions won’t always be perfect, but we will continue to try to improve our policies and the ways in which we apply them.”"
133,2016-06-19 04:00:00,An explosion of self-hate,https://search.bangkokpost.com/track/visitAndRedirect?href=https%3A%2F%2Fwww.bangkokpost.com%2Flife%2Fsocial-and-lifestyle%2F1014125%2Fan-explosion-of-self-hate&contentId=news1014125,"My heart broke as I watched a CNN anchor read the names of the 49 men and women shot dead in Orlando, while their happy faces flashed up on screen. There was the mother who had beaten breast and bone cancer on two separate occasions, and who was out dancing with her gay son. The son survived; she was killed. There were a couple of female bartenders and bouncers but the vast majority were men, young and good looking and full of life. And gay. Today's column is another list of homosexuals. It's such a long list, too long for a single page of Brunch, so it will be selective and feature just the main identities with the understanding there are dozens, if not hundreds of others. We start with Troy King, a prominent anti-homosexual Republican Alabama Attorney-General. His public stand on sex toys was to ban them outright, but he didn't stop at that. He pushed for a ban on homosexuality and had quite a lot of support in his state, until his wife found him in bed with a male college student. There is Paul Crouch, president and founder of the Trinity Broadcasting Network, the world's largest religious network. Crouch was instrumental in pushing TBN's anti-gay stance. He was also pushing TBN employee Enoch Ford to have sex with him, threatening him with the sack if he didn't. And so they did. Crouch ended up paying Ford $425,000 to shut him up -- which Ford didn't. Up next is former US Senator Larry Craig, a strong anti-gay-marriage voice who twice voted against adding the words ""sexual orientation"" to laws about hate crimes. That made him the darling of the American Family Association -- until he tried to pick up an undercover cop in the men's toilets at Minneapolis International Airport. The ageing homosexual admitted his guilt and paid a fine, then sensing political oblivion reversed his stance. Speaking of stances, he explained his cubicle behaviour as being the result of ""having a wide stance"". Larry went on to become an adviser for Mitt Romney's presidential campaign, which kind of ended the same way as the airport incident. Next homosexual on the list is Ted Haggard. He was a reverend, the leader of the National Association of Evangelicals, meeting the then president George W Bush weekly for spiritual advice. He gave electrifying speeches, often to children, with a focus on the disgusting sin of homosexuality. His speech calendar was severely curtailed when it was discovered he was snorting crystal meth while paying male prostitutes to have sadomasochistic sex with him. Speaking of religious types, we must now move on to Bishop Eddie Long who incessantly reiterated the sin of homosexuality as laid out by the Bible and God. He claimed to be able to cure gays and lesbians. The black bishop, alas, never administered that cure on himself, for while he was incessantly reiterating in public, he was incessantly banging four different men. One final religious type -- Baptist minister George Rekers, a bigwig on the National Association For Research And Therapy Of Homosexuality (or CLOSET for short). He was an advocate for banning adoption by gays. In fact he despised everything that was gay, with the exception of the cute rent boy he quietly took away on an island holiday, whom he picked up from a gay hookup site after Rekers described himself as ""sensual, wild and up for anything"". We must farewell men of the homosexual cloth on our list, since there are estimates that up to 58% of all Catholic priests are either gay or paedophiles and thus would take up way too much space. Let's conclude our list with obese Republican county commissioner Bruce Barclay of Pennsylvania. He stood for Christianity and family values and said he absolutely could not swallow homosexuality -- although in the privacy of his bedroom, his stance on swallowing was decidedly different. He videotaped himself having sex with more than 100 male prostitutes. That's like the entire contents of three gay bars on Soi Twilight. There are so many others on our list, like US Republican Congressman Mark Foley who was staunchly anti-child pornography, while sending sexually explicit SMS messages to teenage boys saying things like ""get a ruler and measure it for me."" That one is more paedophilia that homosexual, but apparently Mark was happy with a male of any age, though length was clearly important. Or British MP Jerry Hayes who voted for anti-gay legislation despite having an affair with an 18-year-old man. Or Republican congressman Edward Shrock who hated the idea of gays in the military, but didn't hate the idea of gays in his own bed. Or Republican Senate candidate Steve Wiles who this year took a hard stand against gay marriage, despite working in the past as a drag queen under the name Miss Mona Sinclair. Why so many homosexuals in the Republican Party? Last Sunday another name was added to the list. A 29-year-old homosexual walked into a gay bar he frequented regularly with a semi-automatic rifle, and mowed down those 49 men and women, in an act of self-loathing the likes we have never seen before. He cited religion and a terrorist group as his reasons for his actions. Don't believe the Isis part for a minute. As for religion? In a way, yes. He was an unbalanced screwball who grew up in a society that practised Islam, a religion that despises gays, much like Christianity does. Both religions make it clear that homosexuality is evil and punishable by death. The Vatican, run by ageing bachelors in flamboyant dresses, invokes a Catechism that states that ""homosexual acts are intrinsically disordered"" and that ""under no circumstances can they be approved"". If you are a willing scholar of that doctrine, it doesn't take many steps from that to genocide. (Last Monday Pastor Roger Jiminez of Sacramento rejoiced in the Orlando massacre. Texas Deputy Governor Dan Patrick quoted the New Testament about reaping what you sow. Don't you just know they both have profiles on Jack'd or Grindr?) How awful for any homosexual child growing up in 2016 to have to conform to edicts set out by unenlightened desert warriors of the Middle East of up to 2,000 years ago. What can these children in strict religious families do? Many of them take the sensible road and flee their religion but at a terrible price, since it also entails fleeing their families. Many repress their feelings, which must be unnatural, unbearable and unhealthy. Unbalanced children grow into unbalanced embittered and sometimes violent adults. After all, they have to channel their energy somewhere. Some grow up to be gay-hating Republican Congressmen, while others turn to the priesthood, while others get married and scream their hatred of gays for all the world to hear. This seems to be the rule for the most vocal anti-gay activists -- they protesteth too much. And some turn to arms. What can be done about this terrible society of ours -- which fosters self-loathing, hatred and terrorism in the name of gods in the sky -- other than the dismantlement of organised religion? That's not going to happen anytime soon, so while we continue to have churches and mosques, homosexual children are going to be singled out, abused and repressed. And some will continue to explode. Don't be surprised if more of these atrocities occur. It is natural that they do while we continue to preach the philosophy of hate and segregation. These are bleak times not just for gods, but for humanity. What can save us? It sure isn't religion. n"
134,2016-06-18 01:45:00,"
											Software unveiled to tackle online extremism, violence										",https://search.bangkokpost.com/track/visitAndRedirect?href=https%3A%2F%2Fwww.bangkokpost.com%2Fworld%2F1013061%2Fsoftware-unveiled-to-tackle-online-extremism-violence&contentId=news1013061,"WASHINGTON - A software tool unveiled Friday aims to help online firms quickly find and eliminate extremist content used to spread and incite violence and attacks. A new software tool aims to help online firms quickly find and eliminate extremist content used to spread and incite violence and attacks	 The Counter Extremism Project, a nongovernment group based in Washington, proposed its software be used in a system similar to one used to prevent the spread on online child pornography. The software was developed by Dartmouth University computer scientist Hany Farid, who also worked on the PhotoDNA system which is now widely used by Internet companies to stop the spread of content showing sexual exploitation or pornography involving children. The announcement comes amid growing concerns about radical jihadists using social networks to diffuse violent and gruesome content and recruit people for attacks. ""We think this is the technological solution to combat online extremism,"" said Mark Wallace, chief executive of the organization that includes former diplomats and public officials from the United States and other countries. The group proposed the creation of an independent ""National Office for Reporting Extremism"" that would operate in a similar fashion to the child pornography center -- identifying and flagging certain content to enable online firms to automatically remove it. This system, if adopted by Internet firms, ""would go a long way to making sure than online extremist is no longer pervasive,"" Wallace told a conference call with journalists. He said it could be useful in stopping the ""viral"" spread of videos of beheadings and killings such as those produced by the Islamic State (IS) organization. Wallace said he expects ""robust debate"" on what is acceptable content but added that ""I think we could agree that the beheading videos, the drowning videos, the torture videos... should be removed."" - 'Collaborative discussions' - Wallace said the group has had ""collaborative discussions"" with Internet firms and that ""there has been a lot of interest."" But he added that it would be up to each online operator to determine whether to use the software and how to implement it. Farid, who also spoke on the call, said he believes the new system would be an effective tool for companies which must now manually review each complaint on objectionable content. ""We are simply developing a technology that allows companies to accurately and effectively enforce their terms of service,"" Farid said. ""They do it anyway, but it's slow."" The system is based on ""robust hashing"" or finding so-called digital signatures of content of text, images, audio and video that can be tracked to enable platforms to identify and stop content from being posted or reposted. ""The technology has been developed, it has been tested and we are in the final stages of engineering to get it ready for deployment,"" Farid said. ""We're talking about a matter of months."" Social networks have long stressed they will help legitimate investigations of crimes and attacks, but have resisted efforts to police or censor the vast amounts content flowing through them. Farid said he developed the software with a grant from Microsoft, and that he and the Counter Extremism Project would work to provide it to online companies. "
135,2016-06-16 14:45:00,"
											Live-streaming of attacks a challenge for social media										",https://search.bangkokpost.com/track/visitAndRedirect?href=https%3A%2F%2Fwww.bangkokpost.com%2Fworld%2F1011761%2Flive-streaming-of-attacks-a-challenge-for-social-media&contentId=news1011761,"WASHINGTON - As more gruesome crimes and attacks show up on live online video, social media platforms are facing new challenges on preventing the spread of gruesome and horrific content. Platforms like Facebook and Twitter have been promoting their new live video features, but are struggling to find ways to keep out content that promotes violence	 The challenge was underscored in Monday's deadly attack on a policeman and his wife in France in which the killer posted on Facebook a live 13-minute video of himself with the victim's child in which he admitted the murders and urged fellow jihadists to carry out more bloodshed. Platforms like Facebook and Twitter have been promoting their new live video features, but are struggling to find ways to keep out content that promotes violence. ""Terrorists and acts of terrorism have no place on Facebook,"" a spokeswoman for the leading social network said when asked about the incident in France. ""Whenever terrorist content is reported to us, we remove it as quickly as possible. We treat takedown requests by law enforcement with the highest urgency."" The Facebook statement acknowledged ""unique challenges"" for live-streamed videos, adding, ""it's a serious responsibility, and we work hard to strike the right balance between enabling expression while providing a safe and respectful experience."" Twitter, whose Periscope live video feature has been used to show a suicide in France and a rape in the United States, offered a similar policy. A Twitter spokesman queried by AFP reiterated its policy stating that ""you may not make threats of violence or promote violence, including threatening or promoting terrorism."" Periscope, according to its policy statement, ""is intended to be open and safe"" and ""explicit graphic content is not allowed"" including ""depictions of child abuse, animal abuse, or bodily harm."" - Technology solutions - Social networks have long stressed they will help legitimate investigations of crimes and attacks, but have resisted efforts to police or censor the vast amounts content flowing through them. But social media groups are capable of doing more to prevent and remove horrific content from being streamed worldwide, said Mark Wallace, chief executive of the Counter Extremism Project, a group founded by former diplomats from the United States and other countries to work against extremist ideology. Wallace said social networks have already implemented systems that filter child pornography, and could do the same for other violent acts. ""There is technology to do that now,"" he told AFP. ""It's a question of will, not technology."" This kind of filtering, Wallace said, would help dissuade the use of these platforms by those seeking to attack the United States or its allies. ""We have to get to place where if I'm a terrorist, I know that my video isn't going to go all over the world."" Gabriel Weimann, a professor of communication at the University of Haifa in Israel and author of a book ""Terrorism in Cyberspace,"" agreed on a need to do more. ""For the terrorist himself, (live video) is an instrument for self-glorification, for eternal reward, for presenting himself and his cause to the world,"" Weimann told AFP. Weimann called for ""better cooperation between these media (Facebook, YouTube, Instagram, Twitter and more) and the counter-terrorism agencies."" ""There is no perfect solution, no way to seal the Internet. But there are better ways to minimized terrorist abuse of these platforms,"" he said. - Free speech issues - Civil liberties activists question however whether the government should be pressuring social networks to limit content that could be protected under the US constitution, and its free speech guarantees. Social networks ""are concerned about not trampling on the contractual rights of their users or acting on behalf of the government to take away people's constitutional rights,"" said Sophia Cope, an attorney at the Electronic Frontier Foundation. ""They don't want to be investigatory arms of the government or have their business model be overshadowed by another realm of responsibility. That's not to say they can't cooperate when they have the means to do so."" She said civil liberties defenders are concerned about government mandates, such as one proposal that would require social media firms to report terrorist activity. Hugh Handeyside, an attorney in the American Civil Liberties Union's National Security Project, said it's too soon to know what may be done on live-streaming of violent acts, but that social networks should not be used by government for back-door censorship. Deciding on what is related to terrorism ""is a question experts have difficulty making, and will inevitably be subjective and context-dependent,"" according to Handeyside. ""We object to the government systematically using these content-flagging mechanisms. If the government is identifying speech it deems offensive but couldn't ban outright and is attempting to leverage these companies' terms of service, that amounts to censorship."""
136,2016-06-15 03:08:00,"
											Australian held on child pornography charges										",https://search.bangkokpost.com/track/visitAndRedirect?href=https%3A%2F%2Fwww.bangkokpost.com%2Fthailand%2Fgeneral%2F1010209%2Faustralian-held-on-child-pornography-charges&contentId=news1010209,"A 62-year-old Australian man was arrested for allegedly posting content related to child molestation on overseas social networking sites. Authorities identified the suspect as Stephen Kim Le Cornu, a retired foreigner living in Thailand. Mr Cornu was apprehended Tuesday at his home in a housing estate, Sinthorn, on Happy Land Road in Bangkok's Bang Kapi district. The arrest was conducted by a joint force from the Department of Special Investigation (DSI), the Technology Crime Suppression Division, the Anti-Human Trafficking Division and Australian authorities. The probe was launched after Thai authorities received a tip-off from foreign officials that content concerning child molestation was posted by the Australian man on overseas websites. Police later sought a search warrant as well as an arrest warrant for Mr Cornu from the court. Pol Capt Kemmachart Prakaihongmanee, deputy director of the DSI's Bureau of Foreign Affairs and Transnational Crime, said officers had now examined Mr Cornu's computer and mobile phone. He said messages related to performing obscene acts with children were also found. Authorities, however, have yet to discover evidence that proved the suspect has committed child molestation. While being questioned, police say Mr Cornu admitted writing those messages and posting them on foreign websites. His act violates Section 187 of the Criminal Code which bans the production of child pornography. Mr Cornu has also been charged with possession of child pornography and production of obscene material in violation of the Computer Crime Act. He could face a prison term of up to five years or a fine of 100,000 baht."
137,2016-06-11 09:45:00,"
											France overcome pressure to win Euro 2016 opener										",https://search.bangkokpost.com/track/visitAndRedirect?href=https%3A%2F%2Fwww.bangkokpost.com%2Fsports%2F1007473%2Ffrance-overcome-pressure-to-win-euro-2016-opener&contentId=news1007473,"PARIS - With France heading for disappointment, Dimitri Payet unleashed a sensational goal to rescue the European Championship hosts who claimed a 2-1 win over Romania in an emotional opening match. France's Dimitri Payet (C) shoots to score past Romania's Ovidiu Hoban (L) and Mihai Pintilii during their Euro 2016 group A match	 In a packed Stade de France surrounded by thousands of police guarding against a repeat of the Novermber 13 attacks on Paris, coach Didier Deschamps said a nation's expectations had weighed heavily. ""The players felt it and that imposes obligations. Psychologically it was not easy to manage but we were rewarded"" with the win, he said. Germany, Spain, Italy, England and other rivals for the European title cannot have failed to notice France's frailties in defence and Payet's inspirational performance. After a nervous start against a Romanian team with nothing to lose, the 29-year-old Payet, who only broke into the France team this year, provided the cross for Olivier Giroud to head France into the lead in the 57th minute. Romania had defended stubbornly. Bogdan Stancu equalised from the penalty spot after a clumsy foul from Patrice Evra on Nicolae Stanciu. Payet then had to step in with a bending 25 metre strike in the 89th minute that brought tears even to the scorer as he left the field. ""It was a lot of stress, a lot of pressure, if someone had told me it would have gone like that I don't think I would have believed them,"" said Payet. ""It was that emotion that came out in the goal,"" added the 29-yeear-old who has had a stunning season with West Ham United in the English Premier League. Deschamps, bidding to repeat France's triumphs at Euro '84 and the 1998 World Cup on home soil, was relieved to get a win that put France top of Group A with matches against Switzerland and Albania to come. ""We struggled to get out the blocks but the reward was at the end. It's a very good thing to have won the first match, to start us off in the competition,"" he said. - Trouble in Marseille - Some 90,000 police and security guards are protecting the 10 stadiums and surrounding fan zones during the month-long 24 nation contest. The government and even top players fear a repeat of the Paris attacks in which 130 people died last November.  But the first violence erupted in Marseille where England fans fought Russian rivals and police for a second day amid clouds of tear gas. Riot police had to separate English and Russian supporters. Officials said seven arrests were made and the riot squad spent the rest of night watching hundreds of beer sodden fans. England's match against Russia and Gareth Bale's Wales' match with Slovakia in their first appearance at a Euro finals are the highlights of Saturday. All four teams are in Group B.  England's prolific new strike partnership of Premier League top-scorer Harry Kane and Leicester City title-winning hero Jamie Vardy will hope to outgun Russia. Wales will be counting on Real Madrid forward Bale for goals against a tricky Slovenia side in their opener. In the day's third match, brothers Granit and Taulant Xhaka will clash -- one playing for Switzerland and the othere for Albania. Meanwhile, Manchester United goalkeeper David De Gea appeared at a Spanish team press conference to dismiss reports that he had organised a party where women were allegedly forced to have sex against their will. ""I am the first one to be surprised by this report. I deny it, it is false and nothing more, it is a lie and false,"" De Gea said. Eldiario.es news website said the name of De Gea and Athletic Bilbao's Iker Muniain appeared in the testimony of a ""protected witness"" as part of an investigation into Ignacio Allende, a Spanish porn producer who was detained in April for alleged sexual abuse of minors and spreading child pornography. The witness reportedly said she and another woman were forced to participate in a party in 2012 organised by De Gea, in which they both had sex with footballers. On Sunday, world champions Germany open their campaign against Ukraine, and Bayern Munich's Polish striker Robert Lewandowski will aim to spoil Northern Ireland's first ever appearance in the Euro finals."
138,,"
											Home truths hidden in child sex abuse										",https://search.bangkokpost.com/track/visitAndRedirect?href=https%3A%2F%2Fwww.bangkokpost.com%2Fopinion%2Fopinion%2F973329%2Fhome-truths-hidden-in-child-sex-abuse&contentId=news973329,"We all know the stereotype: white, male, middle-aged, prone to creeping around beach bars and strip clubs of Southeast Asia's tourist playgrounds, often seen in the company of those who are much younger. This is the sort of person who comes to mind whenever stories of foreign paedophiles or child sex tourism come around, and they are the sort targeted by NGOs who are determined to save the children. A story from Cambodia last week provided a typical example: Seeing a Caucasian man playing a ukulele for two children in the streets near Siem Reap's red light district was reason enough for an investigator from Action Pour Les Enfants to call an agent. ""It's difficult,"" the informant told the AFP news agency. ""He could be a completely innocent and good person. But that's the kind of interaction we must look out for and follow up."" Stopping paedophiles from preying on and raping children in Thailand and other Southeast Asian tourism hotspots is important and valuable work. Such efforts -- provided the NGOs are working within the law, with law enforcement and catch the right people based on evidence rather than vigilantism -- are to be commended. But the emphasis on Western tourists in notorious nightspots threatens to overshadow other risks for children. Bangkok-based Ecpat International tried to shed light on the scale and complexity of the problem last week with the release of its Global Study on Sexual Exploitation of Children in Travel and Tourism. Along with a global report, which explained how the rise of cheap travel and the spread of the internet in the past 20 years had led to greater threats in more places, it also offered regional analyses. What comes across most clearly is the need to think beyond the stereotype. Thailand remains a ""global magnet"" and ""veritable hub"" for child sex abuse, but the greater vigilance of NGOs and a series of high-profile arrests has meant offenders are increasingly seeking places like Hat Yai and Chiang Mai rather than Bangkok and Pattaya, even venturing into Myanmar and Laos. ""Local NGOs suggest that whilst it is still possible to detect the presence of children for the purposes of sexual exploitation in places such as Bangkok, children are becoming less visible and are a more risky prospect for foreign sex offenders and thus, perpetrators are venturing to more isolated locations both within Thailand and in neighbouring countries."" Thailand has taken positive steps, but is a long way from being out of the business of child sex abuse. ""The vast majority of child sex offenders frequenting Southeast Asia are men and whilst child sex offenders are most likely to be nationals, foreign or transnational child sex offenders from a range of countries are also known to be exploiting vulnerable children in the region. Anecdotal evidence suggests that men of Asian origin are more likely than others to seek to sexually exploit virgin girls."" It added, ""Perpetrator nationalities tend to mirror the nationalities of tourism arrivals with Japan, China, Taiwan, Singapore, Malaysia, Hong Kong, South Korea, Australia, the US, the UK and other European nations highly represented."" It is worth remembering that Ecpat International's report is limited in its scope to travel and tourism. Naturally, an organisation dedicated to eliminating the abuse of children through prostitution, pornography and trafficking will focus on those issues -- it is important, difficult work. But society more broadly has to realise these abuses, while grievous, constitute the minority of sex crimes against children. In Thailand, like everywhere else in the world, the biggest risks for children come from those closest to them: family members, close family friends and those in positions of power like teachers are far more likely to commit sexual assault. The vast majority of abuses also go unreported as children are often scared into silence, disbelieved by adults or made to feel guilty; again, Thailand is far from unique in this regard. The cases that do get national attention are horrifying, almost numbingly so. The latest example came on Tuesday morning in Trang when an eight-year-old girl was given a drink laced with methamphetamine and raped, later dying from her injuries. The prime suspect was the girl's neighbour, but police said late last week they were hunting four other men who they believe were involved. Sex crimes often have deadly consequences, and young victims are especially vulnerable. The Trang case is another tragic example of a life cut short. Survivors of child sexual abuse are often left traumatised, physically or psychologically or both -- at the very least they have been through an ordeal no one should ever have to endure. While stranger danger is real, and the threat of travelling paedophiles cannot be downplayed or ignored, we cannot afford to lose sight of the dangers close to home."
139,2016-05-12 03:45:00,"
											'Sextortion,' a new cyber crime, is common: study										",https://search.bangkokpost.com/track/visitAndRedirect?href=https%3A%2F%2Fwww.bangkokpost.com%2Fworld%2F968709%2Fsextortion-a-new-cyber-crime-is-common-study&contentId=news968709,"WASHINGTON - Sextortion -- using nude photos of someone to press for even racier content or other goods -- is surprisingly common, a US think tank says in what it calls the first in-depth study of another danger lurking in cyberspace. Sextortion can entail a hack into someone's computer to rob a sexy picture or video or take over a webcam, then the use of this content to extort victims for even more	 Most victims are minors, the predators are almost always men who prey on multiple targets, and almost all adult victims are women, it said. Most victims choose to stay anonymous, out of shame. And while US law enforcement officials acknowledge the problem, no agency or advocacy group keeps data on it, said the Brookings Institution, which published the study on Wednesday. Even the term 'sextortion' is not a real word, but rather slang that prosecutors use to refer to an offense that does not fit neatly into a single category.  Depending on where you are in America, it can be prosecuted as child pornography, stalking, extortion or hacking. But sextortion as a crime per se does not exist, the think tank said.  ""Legally speaking, there's no such thing,"" the report states. Sextortion can entail a hack into someone's computer to rob a sexy picture or video or take over a webcam, then the use of this content to extort victims for even more. It is even more common for perpetrators to resort to social media to elicit a photograph from a victim, than use it to demand more. The Brookings Institution said it studied 78 cases from recent years that met its definition of sextortion and many others that contained elements of it. - A sad first - Those 78 were prosecuted in 29 states and territories of the United States and three foreign jurisdictions.   ""For the first time in the history of the world, the global connectivity of the Internet means that you don't have to be in the same country as someone to sexually menace that person,"" the study states. Those cases involve at least 1,379 victims. But for a variety of reasons -- such as prosecutors not seeking out all victims of a given predator -- the true number of victims from those 78 cases could actually range from 3,000 to 6,500 or even more, the study said. An accompanying report from the same think tank detailed how sentencing of people convicted in sextortion cases varies wildly because some are tried in federal court and some in state court. One man accused of victimizing at least 22 young boys and tried in a state court got a prison sentence of a year. But another alleged to have had one victim faced trial in federal court and got 12 years, the study found. The key to ending the disparity, it added, is for Congress to pass a federal sextortion law incorporating elements present in federal sexual abuse, extortion, child pornography, and abusive sexual contact statutes. The first report on the offense itself also provided harrowing details of actual sextortion cases. One involved a woman who opened an email from an unknown sender and found sexually explicit photos of herself, data about her job, husband and three kids, and a demand for a porno video of her. ""And if she did not send it within one day, he threatened to publish the images already in his possession, and 'let (her) family know about [her] dark side,'"" the study said."
140,2016-05-11 23:45:00,"
											Microsoft tells UN more can be done to combat digital terror										",https://search.bangkokpost.com/track/visitAndRedirect?href=https%3A%2F%2Fwww.bangkokpost.com%2Fworld%2F968649%2Fmicrosoft-tells-un-more-can-be-done-to-combat-digital-terror&contentId=news968649,"UNITED NATIONS (UNITED STATES) - Microsoft told the United Nations on Wednesday that technology companies can do more to combat digital terror, but warned there was no single solution to prevent terrorists from using the web. ""There is no silver bullet that will stop terrorist use of the Internet,"" Microsoft's vice president Steven Crown told a special UN Security Council debate on counter-terrorism	 ""There is no silver bullet that will stop terrorist use of the Internet,"" Microsoft's vice president Steven Crown told a special Security Council debate on counter-terrorism. It was the first time an IT company addressed the Security Council, which has been increasingly concerned by the use of the Internet and social media by jihadists such as the Islamic State group. Crown said the challenge posed by terrorism on the web was daunting but that the industry was willing to discuss ways to counter ""misuse of our technologies to spread violence, to destroy and to kill."" ""We know that there are tens of thousands of terrorist Internet accounts that refuse to die. As one is taken down, another quickly springs up in its place,"" he said. During the 15 minutes that followed the Paris attacks in November, there were 7,500 tweets and within two weeks, one million views of videos on the Internet praising the attacks, he said. ""Any technology can be used for good or for evil,"" said Crown. ""This was true of fire -- think of arson - of gunpowder, of the printing press and it is also true of our information technology products and platforms."" Microsoft and other ICT companies are taking part in a new initiative under the UN's counter-terrorism committee to agree on ways to address the threats, he said. - Industry response - The Microsoft official likened the new cooperation in the diverse sector to the joint effort to combat child pornography on the Internet. ""Microsoft services and Microsoft the company are different from Google, which is different from Facebook, which is different from Twitter,"" he said. ""We compete fiercely at times, incredibly fiercely, but we have come together when our platforms are misused."" He suggested that steps could be taken to make it easier for governments to report to companies any misuse of the Internet and to help them with investigations. Crown warned, however, that respect for the rule of law, human rights and upholding freedom of expression must be a ""foundation"" for any action. ""Our activities in this realm must be principled, but we must press beyond what we are doing today,"" he said. A UN report last year raised alarm about the ""growth of high-definition digital terror: the use of propaganda, primarily by Islamic State and its sympathizers, to spread fear and promote their distorted ideology."" IS recruiters have made savvy use of the Internet and social media to build up the group's pool of foreign fighters. About 30,000 foreign fighters have flocked to Syria, Iraq and other countries to join the ranks of jihadists."
